,headlines,text,source,link
13351,"Warner hugs net bowler he struck, gifts him autographed jersey","Australia opener David Warner met the Indian-origin net bowler he struck last week during practice, hugged him and gifted him an autographed Australia jersey. Jaykishan Plaha was hospitalised for a couple of days after getting hit on the head and was monitored by doctors for delayed signs of concussion. Warner also met Plaha's family ahead of match against Sri Lanka.",Twitter,https://twitter.com/cricketcomau/status/1139805487136772096?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1139805487136772096&utm_campaign=fullarticle&utm_medium=referral&ref_url=https%3A%2F%2Fwww.india.com%2Fsports%2Fdavid-warners-heartwarming-gesture-towards-net-bowler-jaykishan-phala-who-struck-him-on-head-ahead-of-australia-vs-sri-lanka-icc-cricket-world-cup-2019-is-going-viral-see-pics-3690000%2F&utm_source=inshorts
13352,Only idiots see beautiful women as problem: Dutch MP on F1 grid girls,"Dutch MP Roy van Aalst has said that grid girls should be re-introduced to Formula 1, adding that the decision of removing the practice is ""the umpteenth form of female patronisation"". ""Grid girls belong just as much to Formula 1 as the cars. Only a huge idiot can see a beautiful woman as a problem,"" he added.",RT,https://www.rt.com/sport/461888-f1-grid-girls-dutch-politician/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13353,Amazon shuts Instagram-like shopping platform Spark: Report,"E-commerce giant Amazon has quietly shut down its Instagram-like shopping social networking platform Spark, less than two years after it was launched, TechCrunch reported. Spark was focused on users posting images, stories and ideas about products and purchases. Amazon declined to comment on the apparent shutdown of Spark, but the service is gone from the website and app, TechCrunch added.",TechCrunch,https://techcrunch.com/2019/06/14/amazon-spark-the-retailers-two-year-old-instagram-competitor-has-shut-down/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13354,Punjab Cong councillor's brother beats woman after fight over money,The brother of Congress Councillor Rakesh Chaudhary and his aides allegedly assaulted a woman after fight over a money-lending issue in Punjab's Muktsar on Friday. Images of the incident show men kicking and hitting the woman while she's lying on the ground. The police have arrested six people in the matter and the woman has been admitted to a hospital.,The Quint,https://www.thequint.com/news/india/punjab-councillors-brother-beats-woman-over-money-lending-issue?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13355,"Trolled after Digvijaya's defeat, Vairagyanand seeks self-immolation","Trolled on social media for not taking 'Samadhi' after Congress candidate Digvijaya Singh's defeat in Lok Sabha elections from Bhopal as promised, Swami Vairagyanand Giri has approached the collector of Bhopal. In his application, Swami Vairagyanand has sought permission for self-immolation. ""I wish to undergo a Samadhi at 2:11 oclock on June 16 to fulfil my resolve,"" he stated.",Hindustan Times,https://www.hindustantimes.com/india-news/trolled-after-digvijaya-singh-s-defeat-seer-seeks-go-ahead-for-immolation/story-3arUU9X5PQHbZqAdQfqYhM.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13356,"Bomb hurled at TMC workers' house in WB, 2 dead","TMC workers Khairuddin Sheikh and Sohel Rana died after a bomb was allegedly hurled at their residence in Murshidabad district, West Bengal. Fifty-five-year-old Khairuddin and 19-year-old Sohel are from the same family. ""We were sleeping. Suddenly our house was bombed. They shot my father. Few days back, my uncle was also killed. Congress is behind this,"" claimed Khairuddin's son Milan.",ANI,https://www.aninews.in/news/national/politics/wb-bomb-hurled-at-tmc-workers-house-2-dead20190615103300/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13357,Landing humans on Moon could cost up to $30 bn extra: NASA chief,"NASA Administrator Jim Bridenstine, in a recent interview with CNN, said the total cost of landing astronauts back on the Moon could hike up to $30 billion on top of what has already been spent. ""But, of course, that would be spread over five years,"" he added. NASA's 2019 annual budget is estimated at about $21 billion.",TechCrunch,https://techcrunch.com/2019/06/14/price-tag-to-return-to-the-moon-could-be-30-billion/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13358,"IMD predicts thunderstorm, lightning in Himachal, Uttarakhand","The India Meteorological Department (IMD) has said that thunderstorms accompanied by lightning and strong winds are very likely at isolated places in Himachal Pradesh and Uttarakhand on Sunday. It further predicted that some isolated places in Jammu and Kashmir, Chhattisgarh, Telangana, among other states, are likely to be hit by dust storms accompanied by lightning and strong winds on Sunday.",ANI,https://www.aninews.in/news/national/general-news/imd-predicts-thunderstorm-and-lightning-for-himachal-uttrakhand20190615092032/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13359,PM's letter on rainwater harvesting hand-delivered to village heads,"Prime Minister Narendra Modi has written a personal letter requesting gram pradhans for rainwater harvesting during the forthcoming monsoon, which has been hand-delivered to them. The letter, bearing PM's signature, was delivered to the village heads through respective district magistrates and collectors in the districts. In Uttar Pradesh's Sonbhadra, 637 village heads received the PM's letter.",Times Now,https://www.timesnownews.com/india/article/pm-narendra-modi-makes-strong-pitch-for-rainwater-conservation-writes-personal-letter-to-village-pradhans/437189?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13360,"PMO shares pics of PM Modi wearing hat, coat gifted by Kyrgyz Prez","The Prime Minister's Office shared pictures of PM Narendra Modi wearing a traditional Kyrgyz hat and coat which were gifted to him by Kyrgyzstan's President Sooronbay Jeenbekov. He also presented PM Modi with a 'Samovar', which is a container to heat or boil water. PM Modi held bilateral talks with Jeenbekov on Friday following the conclusion of the SCO summit.",Twitter,https://twitter.com/PMOIndia?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1139827191242350593&utm_campaign=fullarticle&utm_medium=referral&ref_url=https%3A%2F%2Fwww.republicworld.com%2Findia-news%2Fgeneral-news%2Fin-pictures-pm-narendra-modi-receives-traditional-hat-and-coat-from-kyrgyzstan-president-jeenbekov-in-bishkek&utm_source=inshorts
13361,Pained by Metro Man's viewpoint: Sisodia on free rides to women,"Delhi Deputy CM Manish Sisodia has responded to 'Metro Man' E Sreedharan's letter to PM Narendra Modi against AAP's proposed plan for free metro rides to women. Sisodia said he's ""surprised and pained"" by Sreedharan's viewpoint. ""Delhi government will buy around a million coupons in bulk from the DMRC on a daily basis and provide these to women,"" Sisodia added.",Times Now,https://www.timesnownews.com/india/article/manish-sisodia-pained-by-objection-raised-by-metro-man-calls-free-ride-revolutionary-step-to-empower-wom/437272?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13362,No former PMs to be in Parliament during this Budget session,"No former Prime Ministers will be present in the upcoming budget session of the Parliament, with Manmohan Singh's nearly 30-year-long tenure as an RS member having ended on Friday and HD Deve Gowda having lost the Lok Sabha elections from Tumkur constituency. Notably, the first Budget session after the constitution of the new government will start on June 17.",ANI,https://www.aninews.in/news/national/politics/no-former-pms-to-be-in-parliament-this-budget-session20190615104613/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13363,Over 600 companies urge Trump to resolve trade dispute with China,"More than 600 companies including the world's largest retailer Walmart have urged US President Donald Trump in a letter on Thursday to resolve the trade dispute with China. ""Tariffs are taxes paid directly by US companies...not China,"" the letter read. Additional 25% tariffs on $300 billion in imports would wipe out more than 2 million US jobs, the letter said.",Reuters,https://www.reuters.com/article/us-usa-trade-china-tariffs/over-600-u-s-companies-urge-trump-to-resolve-trade-dispute-with-china-letter-idUSKCN1TE36K?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13364,UK bans advertisements depicting gender stereotypes,"The UK has banned advertisements depicting ""harmful gender stereotypes"". The ban was enforced after the UK's advertising watchdog found that gender-stereotypical imagery ""can lead to unequal gender outcomes in public and private aspects of people's lives"". The watchdog would assess each advert by looking at the content and context to determine if new rules have been violated.",Deutsche Welle,https://www.dw.com/en/uk-bans-gender-stereotypes-in-ads/a-49196042?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13365,Pak province's govt live streams press conference with cat filter,"The provincial government in Pakistan's Khyber Pakhtunkhwa region was trolled after live streaming a press conference on Facebook with cat filter on. Commenting on the live stream a Facebook user wrote, ""Remove the filter. The man has turned into a cat."" Reacting to the video a Twitter user wrote, ""We now have a cat in the cabinet.""",Twitter,https://twitter.com/nailainayat/status/1139583166115540992?s=09&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13366,Turkey seeks jail for 2 Bloomberg journos for currency crisis story,Turkish prosecutors are seeking a jail term of between two and five years for two Bloomberg reporters following a complaint from the country's banking regulator. The charges relate to an August 2018 story about how authorities and banks were responding to a sharp decline in the Turkish lira. Bloomberg said it fully stands by the reporters and will support them.,Reuters,https://www.reuters.com/article/us-turkey-economy-court/turkey-seeks-jail-terms-for-two-bloomberg-reporters-idUSKCN1TF1CG?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13367,Fatherhood makes me feel good about myself: Tusshar Kapoor,"While speaking about raising his son, Tusshar Kapoor said, ""Fatherhood makes me feel good about myself."" ""It has also made me manage my time and be more organised because you've to work with a clock work precision when you're a father,"" the actor added. Tusshar is a single father to a three-year-old son named Laksshya, whom he welcomed via surrogacy.",PTI,https://repository.inshorts.com/articles/en/PTI/0dd21dd3-5db7-4064-a314-13402758d4a3?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13368,I admire her cool attitude: Anupam on pic with Anushka in London,"Anupam Kher shared a picture with Anushka Sharma after he met the actress in London, and wrote, ""I have always admired her for her work and her cool attitude."" ""Had fun talking to her about films...army life and of course our favourite Virat Kohli,"" his caption further read. The actors last featured together in the film 'Jab Tak Hai Jaan'.",Free Press Journal,https://www.freepressjournal.in/entertainment/bollywood/anupam-kher-admires-anushka-sharmas-cool-attitude?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
